0.0001193	0.9856705
0.0003668	0.9856353
0.0006201	0.9856503
0.0008731	0.9856394
0.0011276	0.9856864
0.0013819	0.9856918
0.0016366	0.9856614
0.0018914	0.9856861
0.0021457	0.9857573
0.0024013	0.9857620
0.0026563	0.9858097
0.0029112	0.9858565
0.0031669	0.9859393
0.0034220	0.9859588
0.0036782	0.9860231
0.0039339	0.9860554
0.0041895	0.9861349
0.0044447	0.9862074
0.0047002	0.9862574
0.0049556	0.9863882
0.0052099	0.9864661
0.0054652	0.9866128
0.0057191	0.9867690
0.0059737	0.9869568
0.0062270	0.9872011
0.0064800	0.9874123
0.0067342	0.9876549
0.0069878	0.9879230
0.0072407	0.9882421
0.0074945	0.9885210
0.0077472	0.9888273
0.0080014	0.9891170
0.0082547	0.9895187
0.0085080	0.9898934
0.0087619	0.9902736
0.0090149	0.9906654
0.0092687	0.9910591
0.0095222	0.9914963
0.0097753	0.9918754
0.0100294	0.9923109
0.0102832	0.9927267
0.0105361	0.9931840
0.0107904	0.9936228
0.0110442	0.9940650
0.0112985	0.9945273
0.0115523	0.9949760
0.0118067	0.9954042
0.0120615	0.9958384
0.0123164	0.9962937
0.0125717	0.9967502
0.0128268	0.9971648
0.0130823	0.9975255
0.0133386	0.9979108
0.0135950	0.9982838
0.0138519	0.9986272
0.0141092	0.9989673
0.0143656	0.9992712
0.0146228	0.9995120
0.0148796	0.9997137
0.0151363	0.9999118
0.0153938	0.9999873
0.0156499	1.0000082
0.0159068	0.9999829
0.0161634	0.9999916
0.0164190	0.9999933
0.0166751	1.0000148
0.0169313	1.0000149
0.0171869	1.0000122
0.0174429	1.0000365
0.0176979	1.0000131
0.0179531	0.9999893
0.0182086	1.0000371
0.0184632	0.9999623
0.0187181	0.9999915
0.0189725	1.0000389
0.0192272	1.0000187
0.0194825	0.9999971
0.0197364	1.0000289
0.0199912	0.9999971
0.0202457	1.0000052
0.0205002	1.0000073
0.0207548	0.9999993
0.0210085	0.9999805
0.0212625	0.9999915
0.0215169	0.9999828
0.0217705	0.9999922
0.0220254	0.9999962
0.0222797	1.0000142
0.0225347	1.0000095
0.0227894	1.0000420
0.0230438	1.0000293
0.0232987	0.9999964
0.0235531	1.0000386
0.0238082	1.0000291
0.0240622	1.0000280
0.0243160	1.0000424
0.0245708	1.0000447
0.0248255	1.0000510
0.0250799	1.0000193
0.0253340	1.0000365
0.0255887	1.0000058
0.0258436	1.0000192
0.0260975	0.9999970
0.0263513	0.9999857
0.0266056	1.0000091
0.0268599	0.9999885
0.0271138	0.9999446
0.0273682	0.9999731
0.0276226	1.0000378
0.0278766	0.9999921
0.0281319	0.9999970
0.0283861	0.9999848
0.0286398	0.9999882
0.0288939	0.9999792
0.0291480	1.0000050
0.0294010	0.9999792
0.0296534	0.9999999
0.0299068	1.0000176
0.0301600	0.9999853
0.0304126	0.9999879
0.0306656	1.0000258
0.0309186	1.0000414
0.0311713	1.0000254
0.0314238	1.0000017
0.0316755	1.0000029
0.0319271	1.0000046
0.0321789	1.0000047
0.0324310	1.0000219
0.0326825	1.0000122
0.0329343	1.0000294
0.0331872	1.0000265
0.0334405	1.0000135
0.0336933	0.9999995
0.0339453	0.9999914
0.0341981	1.0000074
0.0344503	0.9999907
0.0347026	0.9999999
0.0349546	1.0000268
0.0352078	1.0000121
0.0354609	1.0000233
0.0357137	1.0000024
0.0359662	1.0000238
0.0362195	0.9999823
0.0364728	1.0000184
0.0367254	1.0000034
0.0369770	1.0000021
0.0372300	1.0000193
0.0374822	1.0000219
0.0377346	1.0000215
0.0379864	1.0000258
0.0382393	0.9999946
0.0384916	0.9999986
0.0387443	1.0000032
0.0389968	1.0000184
0.0392502	1.0000413
0.0395034	1.0000336
0.0397568	1.0000209
0.0400094	1.0000198
0.0402629	1.0000191
0.0405159	0.9999955
0.0407684	0.9999136
0.0410213	1.0000068
0.0412746	0.9999878
0.0415282	1.0000412
0.0417811	0.9999989
0.0420349	0.9999963
0.0422886	1.0000157
0.0425426	1.0000270
0.0427958	1.0000300
0.0430492	1.0000097
0.0433028	1.0000196
0.0435559	1.0000321
0.0438082	1.0000239
0.0440614	0.9999761
0.0443147	1.0000247
0.0445685	0.9999855
0.0448215	1.0000029
0.0450743	1.0000105
0.0453276	1.0000069
0.0455814	1.0000283
